museum,sample,family,genus,species,dissection_date,conopid_id,conopid,W,M,apicystis,crithidia,nosema,tot,site2,distance_km,collection_date,Round,plantgen,plantsp,collmeth,idnotes,dissection_notes
ESI,2023-027,Apidae,Bombus,griseocollis,6/27/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-156,Apidae,Bombus,griseocollis,6/3/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,possibly a male
ESI,2023-157,Apidae,Bombus,griseocollis,6/3/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-040,Apidae,Bombus,griseocollis,6/27/24,0,0,0,1,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-041,Apidae,Bombus,griseocollis,6/27/24,0,0,0,1,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-042,Apidae,Bombus,griseocollis,6/27/24,0,0,0,1,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-043,Apidae,Bombus,griseocollis,6/27/24,0,0,0,1,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-174,Apidae,Bombus,griseocollis,6/5/24,0,0,0,1,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-039,Apidae,Bombus,griseocollis,6/27/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-173,Apidae,Bombus,griseocollis,6/5/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-051,Apidae,Bombus,griseocollis,7/3/24,0,0,0,1,0,0,0,1,1km-001,1.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-052,Apidae,Bombus,griseocollis,7/3/24,0,0,0,1,0,0,0,1,1km-001,1.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-053,Apidae,Bombus,griseocollis,7/3/24,0,0,0,1,0,0,0,1,1km-001,1.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-189,Apidae,Bombus,griseocollis,6/10/24,0,0,0,1,0,0,0,1,1km-001,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-190,Apidae,Bombus,griseocollis,6/11/24,0,0,0,1,0,0,0,1,1km-001,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-203,Apidae,Bombus,griseocollis,6/14/24,0,0,0,1,0,0,0,1,1km-002,1.00,8/12/23,2,Silphium,perfoliatum,Parasite Analyses,,
ESI,2023-062,Apidae,Bombus,griseocollis,7/3/24,0,0,1,0,0,0,0,1,1km-002,1.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-063,Apidae,Bombus,griseocollis,7/3/24,0,0,1,0,0,0,0,1,1km-002,1.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-064,Apidae,Bombus,griseocollis,7/3/24,0,0,1,0,0,0,0,1,1km-002,1.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,enlarged ovaries
ESI,2023-202,Apidae,Bombus,griseocollis,6/24/24,0,0,1,0,0,0,0,1,1km-002,1.00,8/12/23,2,Silphium,perfoliatum,Parasite Analyses,,
ESI,2023-217,Apidae,Bombus,griseocollis,6/25/24,0,0,0,1,0,0,0,1,1km-003,1.00,8/12/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-072,Apidae,Bombus,griseocollis,7/3/24,0,0,1,0,0,0,0,1,1km-003,1.00,7/24/23,1,Lespedeza,carolinense,Parasite Analyses,,
ESI,2023-077A,Apidae,Bombus,griseocollis,7/2/24,0,0,0,1,0,0,0,1,1km-004,1.00,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-231,Apidae,Bombus,griseocollis,6/13/24,0,0,0,1,0,0,0,1,1km-004,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-077,Apidae,Bombus,griseocollis,7/2/24,0,0,1,0,0,0,0,1,1km-004,1.00,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-089,Apidae,Bombus,griseocollis,7/2/24,0,0,0,1,0,0,0,1,2km-001,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-090,Apidae,Bombus,griseocollis,7/2/24,0,0,0,1,0,0,0,1,2km-001,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-243,Apidae,Bombus,griseocollis,6/25/24,0,0,0,1,0,0,0,1,2km-001,2.00,8/12/23,2,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-240,Apidae,Bombus,griseocollis,6/25/24,0,0,1,0,0,0,0,1,2km-001,2.00,8/12/23,2,Veronicastrum,virginicum,Parasite Analyses,,pale cloudy eyes
ESI,2023-241,Apidae,Bombus,griseocollis,6/25/24,0,0,1,0,0,0,0,1,2km-001,2.00,8/12/23,2,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-242,Apidae,Bombus,griseocollis,6/25/24,0,0,1,0,0,0,0,1,2km-001,2.00,8/12/23,2,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-253,Apidae,Bombus,griseocollis,6/26/24,0,0,0,1,0,0,0,1,2km-002,2.00,8/13/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-254,Apidae,Bombus,griseocollis,6/26/24,0,0,0,1,0,0,0,1,2km-002,2.00,8/13/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-255,Apidae,Bombus,griseocollis,6/26/24,0,0,0,1,0,0,0,1,2km-002,2.00,8/13/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-096,Apidae,Bombus,griseocollis,7/2/24,0,0,1,0,0,0,0,1,2km-002,2.00,7/23/23,1,Pycnanthemum,tenuifolium,Parasite Analyses,,
ESI,2023-102,Apidae,Bombus,griseocollis,7/2/24,0,0,0,1,0,0,0,1,2km-003,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,some darkness in guts
ESI,2023-266,Apidae,Bombus,griseocollis,6/25/24,0,0,0,1,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-282,Apidae,Bombus,griseocollis,6/26/24,0,0,0,1,0,0,0,1,2km-004,2.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-112,Apidae,Bombus,griseocollis,7/2/24,0,0,1,0,0,0,0,1,2km-004,2.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-113,Apidae,Bombus,griseocollis,7/2/24,0,0,1,0,0,0,0,1,2km-004,2.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-281,Apidae,Bombus,griseocollis,6/26/24,0,0,1,0,0,0,0,1,2km-004,2.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-007,Apidae,Bombus,impatiens,6/27/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,7/24/23,1,Veronicastrum,virginicum,Parasite Analyses,,hardened organs
ESI,2023-126,Apidae,Bombus,impatiens,6/6/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,8/12/23,2,Gentiana,alba,Parasite Analyses,,
ESI,2023-127,Apidae,Bombus,impatiens,6/6/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,8/12/23,2,Gentiana,alba,Parasite Analyses,,ample dark yellow fat
ESI,2023-146,Apidae,Bombus,impatiens,6/7/24,0,0,1,0,0,0,0,1,0.5km-002,0.50,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-147,Apidae,Bombus,impatiens,6/7/24,0,0,1,0,0,0,0,1,0.5km-002,0.50,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,a lot of healthy pale fat
ESI,2023-148,Apidae,Bombus,impatiens,6/7/24,0,0,1,0,0,0,0,1,0.5km-002,0.50,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-161,Apidae,Bombus,impatiens,6/3/24,0,0,0,1,0,0,0,1,0.5km-003,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-029,Apidae,Bombus,impatiens,6/27/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-030,Apidae,Bombus,impatiens,6/27/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-031,Apidae,Bombus,impatiens,6/27/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-160,Apidae,Bombus,impatiens,6/3/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-044,Apidae,Bombus,impatiens,6/27/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,icky brown guts
ESI,2023-045,Apidae,Bombus,impatiens,6/27/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-176,Apidae,Bombus,impatiens,6/5/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-177,Apidae,Bombus,impatiens,6/5/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-179,Apidae,Bombus,impatiens,6/5/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-194,Apidae,Bombus,impatiens,6/11/24,0,0,0,1,0,0,0,1,1km-001,1.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-195,Apidae,Bombus,impatiens,6/11/24,0,0,0,1,0,0,0,1,1km-001,1.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-054,Apidae,Bombus,impatiens,7/3/24,0,0,1,0,0,0,0,1,1km-001,1.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-055,Apidae,Bombus,impatiens,7/3/24,0,0,1,0,0,0,0,1,1km-001,1.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-191,Apidae,Bombus,impatiens,6/11/24,0,0,1,0,0,0,0,1,1km-001,1.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-192,Apidae,Bombus,impatiens,6/11/24,0,0,1,0,0,0,0,1,1km-001,1.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-193,Apidae,Bombus,impatiens,6/11/24,0,0,1,0,0,0,0,1,1km-001,1.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-066,Apidae,Bombus,impatiens,7/3/24,0,0,1,0,0,0,0,1,1km-002,1.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-205,Apidae,Bombus,impatiens,6/24/24,0,0,1,0,0,0,0,1,1km-002,1.00,8/12/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-206,Apidae,Bombus,impatiens,6/24/24,0,0,1,0,0,0,0,1,1km-002,1.00,8/12/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-207,Apidae,Bombus,impatiens,6/24/24,0,0,1,0,0,0,0,1,1km-002,1.00,8/12/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-221,Apidae,Bombus,impatiens,6/25/24,0,0,0,1,0,0,0,1,1km-003,1.00,8/12/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-222,Apidae,Bombus,impatiens,6/25/24,0,0,0,1,0,0,0,1,1km-003,1.00,8/12/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-073,Apidae,Bombus,impatiens,7/3/24,0,0,1,0,0,0,0,1,1km-003,1.00,7/24/23,1,Lespedeza,carolinense,Parasite Analyses,,
ESI,2023-218,Apidae,Bombus,impatiens,6/25/24,0,0,1,0,0,0,0,1,1km-003,1.00,8/12/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-220,Apidae,Bombus,impatiens,6/25/24,0,0,1,0,0,0,0,1,1km-003,1.00,8/12/23,2,Monarda,fistulosa,Parasite Analyses,,"some greenness in guts, prominent air sacs"
ESI,2023-234,Apidae,Bombus,impatiens,6/13/24,0,0,0,1,0,0,0,1,1km-004,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-234A,Apidae,Bombus,impatiens,6/13/24,0,0,0,1,0,0,0,1,1km-004,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,lots of membrane
ESI,2023-078,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,1km-004,1.00,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-079,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,1km-004,1.00,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-232,Apidae,Bombus,impatiens,6/13/24,0,0,1,0,0,0,0,1,1km-004,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,dark organs
ESI,2023-233,Apidae,Bombus,impatiens,6/13/24,0,0,1,0,0,0,0,1,1km-004,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-092,Apidae,Bombus,impatiens,7/1/24,0,0,0,1,0,0,0,1,2km-001,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-245,Apidae,Bombus,impatiens,6/25/24,0,0,0,1,0,0,0,1,2km-001,2.00,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-246,Apidae,Bombus,impatiens,6/25/24,0,0,0,1,0,0,0,1,2km-001,2.00,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,"very small, reduced organs"
ESI,2023-091,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-001,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-091A,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-001,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-244,Apidae,Bombus,impatiens,6/25/24,0,0,1,0,0,0,0,1,2km-001,2.00,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-259,Apidae,Bombus,impatiens,6/26/24,0,0,0,1,0,0,0,1,2km-002,2.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-260,Apidae,Bombus,impatiens,6/26/24,0,0,0,1,0,0,0,1,2km-002,2.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-256,Apidae,Bombus,impatiens,6/26/24,0,0,1,0,0,0,0,1,2km-002,2.00,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-270,Apidae,Bombus,impatiens,6/25/24,0,0,0,1,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-103,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-003,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-105,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-003,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-267,Apidae,Bombus,impatiens,6/25/24,0,0,1,0,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-268,Apidae,Bombus,impatiens,6/26/24,0,0,1,0,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-269,Apidae,Bombus,impatiens,6/26/24,0,0,1,0,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-114,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-004,2.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-115,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-004,2.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-116,Apidae,Bombus,impatiens,7/2/24,0,0,1,0,0,0,0,1,2km-004,2.00,7/25/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-283,Apidae,Bombus,impatiens,6/26/24,0,0,1,0,0,0,0,1,2km-004,2.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-196,Apidae,Bombus,pensylvanicus,6/11/24,0,0,1,0,0,0,0,1,1km-001,1.00,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-208,Apidae,Bombus,pensylvanicus,6/24/24,0,0,1,0,0,0,0,1,1km-002,1.00,8/12/23,2,Silphium,perfoliatum,Parasite Analyses,,
ESI,2023-012,Apidae,Bombus,rufocinctus,6/27/24,0,0,0,1,0,0,0,1,0.5km-001,0.50,7/24/23,1,Dalea,purpurea,Parasite Analyses,,"sticky, hard, brown guts"
ESI,2023-128,Apidae,Bombus,rufocinctus,6/6/24,0,0,0,1,0,0,0,1,0.5km-001,0.50,8/12/23,2,Pycnanthemum,tenuifolium,Parasite Analyses,,
ESI,2023-129,Apidae,Bombus,rufocinctus,6/6/24,0,0,0,1,0,0,0,1,0.5km-001,0.50,8/12/23,2,Pycnanthemum,tenuifolium,Parasite Analyses,,
ESI,2023-130,Apidae,Bombus,rufocinctus,6/6/24,0,0,0,1,0,0,0,1,0.5km-001,0.50,8/12/23,2,Pycnanthemum,tenuifolium,Parasite Analyses,,
ESI,2023-131,Apidae,Bombus,rufocinctus,6/6/24,0,0,0,1,0,0,0,1,0.5km-001,0.50,8/12/23,2,Pycnanthemum,tenuifolium,Parasite Analyses,,
ESI,2023-013,Apidae,Bombus,rufocinctus,7/1/24,0,0,0,1,0,0,0,1,0.5km-001,0.50,7/24/23,1,Dalea,purpurea,Parasite Analyses,,
ESI,2023-008,Apidae,Bombus,rufocinctus,6/27/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,7/24/23,1,Dalea,purpurea,Parasite Analyses,,
ESI,2023-009,Apidae,Bombus,rufocinctus,6/27/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,7/24/23,1,Dalea,purpurea,Parasite Analyses,,
ESI,2023-010,Apidae,Bombus,rufocinctus,7/1/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,7/24/23,1,Dalea,purpurea,Parasite Analyses,,
ESI,2023-011,Apidae,Bombus,rufocinctus,7/1/24,0,0,1,0,0,0,0,1,0.5km-001,0.50,7/24/23,1,Dalea,purpurea,Parasite Analyses,,"gray, gross guts, bee a little smelly and falling apart"
ESI,2023-022,Apidae,Bombus,rufocinctus,6/27/24,0,0,0,1,0,0,0,1,0.5km-002,0.50,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-149,Apidae,Bombus,rufocinctus,6/10/24,0,0,0,1,0,0,0,1,0.5km-002,0.50,8/12/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-163,Apidae,Bombus,rufocinctus,6/3/24,0,0,0,1,0,0,0,1,0.5km-003,0.50,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-162,Apidae,Bombus,rufocinctus,6/3/24,0,0,1,0,0,0,0,1,0.5km-003,0.50,8/13/23,2,Silphium,integrifolium,Parasite Analyses,,
ESI,2023-181,Apidae,Bombus,rufocinctus,6/5/24,0,0,0,1,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-056,Apidae,Bombus,rufocinctus,7/3/24,0,0,0,1,0,0,0,1,1km-001,1.00,7/25/23,1,Ratibida,pinnata,Parasite Analyses,,
ESI,2023-057,Apidae,Bombus,rufocinctus,7/3/24,0,0,0,1,0,0,0,1,1km-001,1.00,7/25/23,1,Ratibida,pinnata,Parasite Analyses,,
ESI,2023-209,Apidae,Bombus,rufocinctus,6/24/24,0,0,0,1,0,0,0,1,1km-002,1.00,8/12/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-223,Apidae,Bombus,rufocinctus,6/25/24,0,0,0,1,0,0,0,1,1km-003,1.00,8/12/23,2,Ratibida,pinnata,Parasite Analyses,,
ESI,2023-082,Apidae,Bombus,rufocinctus,7/2/24,0,0,0,1,0,0,0,1,1km-004,1.00,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-083,Apidae,Bombus,rufocinctus,7/2/24,0,0,0,1,0,0,0,1,1km-004,1.00,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-236,Apidae,Bombus,rufocinctus,6/13/24,0,0,0,1,0,0,0,1,1km-004,1.00,8/13/23,2,Gentiana,alba,Parasite Analyses,,
ESI,2023-237,Apidae,Bombus,rufocinctus,6/13/24,0,0,0,1,0,0,0,1,1km-004,1.00,8/13/23,2,Gentiana,alba,Parasite Analyses,,
ESI,2023-080,Apidae,Bombus,rufocinctus,7/2/24,0,0,1,0,0,0,0,1,1km-004,1.00,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-081,Apidae,Bombus,rufocinctus,7/2/24,0,0,1,0,0,0,0,1,1km-004,1.00,7/23/23,1,Veronicastrum,virginicum,Parasite Analyses,,
ESI,2023-235,Apidae,Bombus,rufocinctus,6/13/24,0,0,1,0,0,0,0,1,1km-004,1.00,8/13/23,2,Gentiana,alba,Parasite Analyses,,excessive fat reserves
ESI,2023-100,Apidae,Bombus,rufocinctus,7/2/24,0,0,0,1,0,0,0,1,2km-002,2.00,7/23/23,1,Pycnanthemum,tenuifolium,Parasite Analyses,,
ESI,2023-262,Apidae,Bombus,rufocinctus,6/26/24,0,0,0,1,0,0,0,1,2km-002,2.00,8/13/23,2,Eutrochium,maculatum,Parasite Analyses,,
ESI,2023-117,Apidae,Bombus,rufocinctus,7/2/24,0,0,0,1,0,0,0,1,2km-004,2.00,7/25/23,1,Silphium,laciniatum,Parasite Analyses,,
ESI,2023-046,Apidae,Bombus,vagans,6/27/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-047,Apidae,Bombus,vagans,6/27/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,7/23/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-182,Apidae,Bombus,vagans,6/5/24,0,0,1,0,0,0,0,1,0.5km-004,0.50,8/13/23,2,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-273,Apidae,Bombus,vagans,6/25/24,0,0,0,1,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-107,Apidae,Bombus,vagans,7/2/24,0,0,1,0,0,0,0,1,2km-003,2.00,7/24/23,1,Monarda,fistulosa,Parasite Analyses,,
ESI,2023-271,Apidae,Bombus,vagans,6/26/24,0,0,1,0,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
ESI,2023-272,Apidae,Bombus,vagans,6/25/24,0,0,1,0,0,0,0,1,2km-003,2.00,8/12/23,2,Agastache,foeniculum,Parasite Analyses,,
